MapSplice_Breakpoint	Annotation
5328-16072	rare_frequency_deletion
1240-13460	rare_frequency_deletion
6128-15056	rare_frequency_deletion
5991-11964	rare_frequency_deletion
2059-16075	rare_frequency_deletion
150-15911	rare_frequency_deletion
3701-16072	rare_frequency_deletion
4853-16072	rare_frequency_deletion
6001-15572	rare_frequency_deletion
550-12362	rare_frequency_deletion
6224-13785	rare_frequency_deletion
6174-14250	rare_frequency_deletion
4152-14990	rare_frequency_deletion
6125-12761	rare_frequency_deletion
5890-14815	rare_frequency_deletion
193-15930	rare_frequency_deletion
3298-16072	rare_frequency_deletion
4065-14843	rare_frequency_deletion
462-15148	rare_frequency_deletion
144-15007	rare_frequency_deletion
4243-15980	rare_frequency_deletion
4015-14361	rare_frequency_deletion
554-13303	rare_frequency_deletion
806-9537	rare_frequency_deletion
537-13133	rare_frequency_deletion
5951-15572	rare_frequency_deletion
311-16070	rare_frequency_deletion
4753-14589	rare_frequency_deletion
142-16071	rare_frequency_deletion
2175-13054	rare_frequency_deletion
3264-15969	rare_frequency_deletion
7494-15530	rare_frequency_deletion
6015-14156	rare_frequency_deletion
6985-14446	rare_frequency_deletion
7816-16072	rare_frequency_deletion
960-14750	rare_frequency_deletion
497-15530	rare_frequency_deletion
224-16045	rare_frequency_deletion
1172-15286	rare_frequency_deletion
4399-15667	rare_frequency_deletion
5483-14825	rare_frequency_deletion
167-16077	rare_frequency_deletion
546-12115	rare_frequency_deletion
5308-15548	rare_frequency_deletion
3984-15524	rare_frequency_deletion
308-14341	rare_frequency_deletion
8120-15599	rare_frequency_deletion
3903-13449	rare_frequency_deletion
3966-13771	rare_frequency_deletion
2166-16073	rare_frequency_deletion
148-16035	rare_frequency_deletion
204-16102	rare_frequency_deletion
4095-16072	rare_frequency_deletion
6516-15738	rare_frequency_deletion
195-16021	rare_frequency_deletion
6125-14093	rare_frequency_deletion
4890-15955	rare_frequency_deletion
3273-16076	rare_frequency_deletion
148-16055	rare_frequency_deletion
1665-16072	rare_frequency_deletion
857-11943	rare_frequency_deletion
498-13133	rare_frequency_deletion
9440-14083	rare_frequency_deletion
197-16068	rare_frequency_deletion
2059-16071	rare_frequency_deletion
7470-15372	rare_frequency_deletion
188-16067	rare_frequency_deletion
3264-15100	rare_frequency_deletion
4620-16070	rare_frequency_deletion
6830-14378	rare_frequency_deletion
6513-13814	rare_frequency_deletion
231-16056	rare_frequency_deletion
14376-14630	rare_frequency_deletion
6532-14913	rare_frequency_deletion
478-15421	rare_frequency_deletion
2538-16072	rare_frequency_deletion
5459-14125	rare_frequency_deletion
2175-12982	rare_frequency_deletion
229-15708	rare_frequency_deletion
3256-14195	rare_frequency_deletion
7666-16072	rare_frequency_deletion
9146-15074	rare_frequency_deletion
6395-16072	rare_frequency_deletion
6425-13788	rare_frequency_deletion
11719-15440	rare_frequency_deletion
185-16035	rare_frequency_deletion
3688-11763	rare_frequency_deletion
463-13785	rare_frequency_deletion
5228-15886	rare_frequency_deletion
5462-16072	rare_frequency_deletion
575-11875	rare_frequency_deletion
195-16071	rare_frequency_deletion
4377-16076	rare_frequency_deletion
3294-16072	rare_frequency_deletion
6225-14884	rare_frequency_deletion
4520-16072	rare_frequency_deletion
243-15981	rare_frequency_deletion
1916-14922	rare_frequency_deletion
7970-14901	rare_frequency_deletion
117-16093	rare_frequency_deletion
277-13228	rare_frequency_deletion
1090-14397	rare_frequency_deletion
7115-12505	rare_frequency_deletion
9146-15538	rare_frequency_deletion
7822-15267	rare_frequency_deletion
7199-15050	rare_frequency_deletion
463-14817	rare_frequency_deletion
7031-14951	rare_frequency_deletion
7566-14975	rare_frequency_deletion
6176-15431	rare_frequency_deletion
4061-16071	rare_frequency_deletion
992-13815	rare_frequency_deletion
3297-16078	rare_frequency_deletion
5622-13001	rare_frequency_deletion
9013-16088	rare_frequency_deletion
7196-12095	rare_frequency_deletion
166-14039	rare_frequency_deletion
6191-13886	rare_frequency_deletion
6132-14607	rare_frequency_deletion
526-16083	rare_frequency_deletion
188-16046	rare_frequency_deletion
9587-13953	rare_frequency_deletion
107-15987	rare_frequency_deletion
3570-16074	rare_frequency_deletion
3021-16075	rare_frequency_deletion
2820-12300	rare_frequency_deletion
8488-15557	rare_frequency_deletion
166-15939	rare_frequency_deletion
9258-14429	rare_frequency_deletion
170-16072	rare_frequency_deletion
1371-16105	rare_frequency_deletion
561-14286	rare_frequency_deletion
140-15829	rare_frequency_deletion
1671-16072	rare_frequency_deletion
3909-14435	rare_frequency_deletion
6124-15774	rare_frequency_deletion
247-16075	rare_frequency_deletion
8446-14511	rare_frequency_deletion
459-15382	rare_frequency_deletion
308-16053	rare_frequency_deletion
6754-15498	rare_frequency_deletion
150-16105	rare_frequency_deletion
127-15990	rare_frequency_deletion
777-14752	rare_frequency_deletion
1840-14393	rare_frequency_deletion
544-14285	rare_frequency_deletion
342-16072	rare_frequency_deletion
526-13776	rare_frequency_deletion
6128-14093	rare_frequency_deletion
3500-14332	rare_frequency_deletion
4598-15869	rare_frequency_deletion
5885-13047	rare_frequency_deletion
5890-15538	rare_frequency_deletion
5327-16068	rare_frequency_deletion
9271-16068	rare_frequency_deletion
9739-14434	rare_frequency_deletion
150-15988	rare_frequency_deletion
147-15981	rare_frequency_deletion
6174-15548	rare_frequency_deletion
166-15913	rare_frequency_deletion
3262-16035	rare_frequency_deletion
3852-15008	rare_frequency_deletion
3690-16072	rare_frequency_deletion
3514-16074	rare_frequency_deletion
3597-14413	rare_frequency_deletion
5997-13458	rare_frequency_deletion
3256-13999	rare_frequency_deletion
184-15615	rare_frequency_deletion
308-16074	rare_frequency_deletion
5443-14636	rare_frequency_deletion
190-15850	rare_frequency_deletion
2818-16072	rare_frequency_deletion
144-16100	rare_frequency_deletion
186-16052	rare_frequency_deletion
459-16069	rare_frequency_deletion
7983-13986	rare_frequency_deletion
7108-14359	rare_frequency_deletion
3742-14361	rare_frequency_deletion
4247-13763	rare_frequency_deletion
6223-15491	rare_frequency_deletion
6146-14031	rare_frequency_deletion
3431-16068	rare_frequency_deletion
3515-14055	rare_frequency_deletion
2059-16072	rare_frequency_deletion
308-8579	rare_frequency_deletion
166-13584	rare_frequency_deletion
6601-13865	rare_frequency_deletion
7097-16072	rare_frequency_deletion
150-14520	rare_frequency_deletion
573-15540	rare_frequency_deletion
6367-15740	rare_frequency_deletion
3263-15926	rare_frequency_deletion
6133-14621	rare_frequency_deletion
8155-15931	rare_frequency_deletion
1069-14004	rare_frequency_deletion
6219-8472	rare_frequency_deletion
308-13768	rare_frequency_deletion
5237-16072	rare_frequency_deletion
537-16068	rare_frequency_deletion
147-16076	rare_frequency_deletion
4883-16073	rare_frequency_deletion
170-15522	rare_frequency_deletion
8230-16068	rare_frequency_deletion
478-15479	rare_frequency_deletion
3321-15740	rare_frequency_deletion
5463-15557	rare_frequency_deletion
152-16083	rare_frequency_deletion
7167-15444	rare_frequency_deletion
458-4014	rare_frequency_deletion
3324-16072	rare_frequency_deletion
549-14005	rare_frequency_deletion
464-15939	rare_frequency_deletion
171-16073	rare_frequency_deletion
7776-14621	rare_frequency_deletion
660-16072	rare_frequency_deletion
4323-15373	rare_frequency_deletion
9030-15736	rare_frequency_deletion
193-16105	rare_frequency_deletion
7366-15335	rare_frequency_deletion
1042-15410	rare_frequency_deletion
7376-14093	rare_frequency_deletion
3324-16070	rare_frequency_deletion
5327-12360	rare_frequency_deletion
463-16075	rare_frequency_deletion
6830-16072	rare_frequency_deletion
1533-16072	rare_frequency_deletion
594-16072	rare_frequency_deletion
9296-14807	rare_frequency_deletion
6559-13027	rare_frequency_deletion
8538-14660	rare_frequency_deletion
150-16083	rare_frequency_deletion
231-15981	rare_frequency_deletion
1497-16072	rare_frequency_deletion
3533-16072	rare_frequency_deletion
4181-15260	rare_frequency_deletion
5824-14621	rare_frequency_deletion
224-16043	rare_frequency_deletion
248-16056	rare_frequency_deletion
3570-13584	rare_frequency_deletion
8574-15500	rare_frequency_deletion
4252-16072	rare_frequency_deletion
256-16071	rare_frequency_deletion
3903-14807	rare_frequency_deletion
7199-14276	rare_frequency_deletion
123-16089	rare_frequency_deletion
6219-14426	rare_frequency_deletion
9003-14621	rare_frequency_deletion
480-14621	rare_frequency_deletion
8784-14861	rare_frequency_deletion
8277-15335	rare_frequency_deletion
1664-13449	rare_frequency_deletion
4382-8927	rare_frequency_deletion
1243-12342	rare_frequency_deletion
288-15995	rare_frequency_deletion
7852-14244	rare_frequency_deletion
472-9212	rare_frequency_deletion
9086-15503	rare_frequency_deletion
9003-14923	rare_frequency_deletion
3263-13587	rare_frequency_deletion
168-16047	rare_frequency_deletion
6005-14843	rare_frequency_deletion
1666-16072	rare_frequency_deletion
186-16100	rare_frequency_deletion
166-13855	rare_frequency_deletion
3263-12299	rare_frequency_deletion
591-15754	rare_frequency_deletion
959-15274	rare_frequency_deletion
2821-15740	rare_frequency_deletion
669-15768	rare_frequency_deletion
381-16080	rare_frequency_deletion
3333-15981	rare_frequency_deletion
308-5438	rare_frequency_deletion
3533-15286	rare_frequency_deletion
6325-15268	rare_frequency_deletion
9146-14568	rare_frequency_deletion
7108-14621	rare_frequency_deletion
7987-11868	rare_frequency_deletion
9060-16068	rare_frequency_deletion
5726-11886	rare_frequency_deletion
8471-14004	rare_frequency_deletion
308-15990	rare_frequency_deletion
5389-15548	rare_frequency_deletion
505-15939	rare_frequency_deletion
7840-13999	rare_frequency_deletion
7097-12080	rare_frequency_deletion
7981-15538	rare_frequency_deletion
9281-15740	rare_frequency_deletion
526-12023	rare_frequency_deletion
447-15548	rare_frequency_deletion
7115-12206	rare_frequency_deletion
5817-14558	rare_frequency_deletion
3324-14867	rare_frequency_deletion
9081-14990	rare_frequency_deletion
1874-15876	rare_frequency_deletion
458-14335	rare_frequency_deletion
2573-15778	rare_frequency_deletion
114-16034	rare_frequency_deletion
7499-14055	rare_frequency_deletion
4925-15403	rare_frequency_deletion
3251-14695	rare_frequency_deletion
4478-14884	rare_frequency_deletion
308-15782	rare_frequency_deletion
6491-13081	rare_frequency_deletion
7273-15538	rare_frequency_deletion
9731-16072	rare_frequency_deletion
6467-14621	rare_frequency_deletion
7951-15403	rare_frequency_deletion
9426-13487	rare_frequency_deletion
7366-16072	rare_frequency_deletion
5014-13548	rare_frequency_deletion
9171-11285	rare_frequency_deletion
5368-11875	rare_frequency_deletion
150-12195	rare_frequency_deletion
7414-13776	rare_frequency_deletion
8791-13846	rare_frequency_deletion
591-13860	rare_frequency_deletion
2363-14004	rare_frequency_deletion
300-15983	rare_frequency_deletion
6624-14558	rare_frequency_deletion
464-12546	rare_frequency_deletion
6860-12301	rare_frequency_deletion
4014-14338	rare_frequency_deletion
828-14771	rare_frequency_deletion
6840-14351	rare_frequency_deletion
115-16056	rare_frequency_deletion
8416-13436	rare_frequency_deletion
9505-15330	rare_frequency_deletion
4252-15548	rare_frequency_deletion
5987-14338	rare_frequency_deletion
9296-15740	rare_frequency_deletion
4836-13027	rare_frequency_deletion
8926-13640	rare_frequency_deletion
502-13944	rare_frequency_deletion
1127-15191	rare_frequency_deletion
167-16053	rare_frequency_deletion
2761-11603	rare_frequency_deletion
7714-11978	rare_frequency_deletion
5368-12489	rare_frequency_deletion
1996-13978	rare_frequency_deletion
342-14529	rare_frequency_deletion
6959-14621	rare_frequency_deletion
1105-14563	rare_frequency_deletion
3324-16068	rare_frequency_deletion
526-14419	rare_frequency_deletion
113-16080	rare_frequency_deletion
9922-14916	rare_frequency_deletion
7327-14807	rare_frequency_deletion
8829-14589	rare_frequency_deletion
10091-14055	rare_frequency_deletion
594-15821	rare_frequency_deletion
7981-15268	rare_frequency_deletion
5348-8927	rare_frequency_deletion
9189-11987	rare_frequency_deletion
5817-15368	rare_frequency_deletion
6467-14807	rare_frequency_deletion
7366-16068	rare_frequency_deletion
11478-16072	rare_frequency_deletion
6318-13886	rare_frequency_deletion
7273-14529	rare_frequency_deletion
9922-15330	rare_frequency_deletion
7376-16080	rare_frequency_deletion
9338-9408	rare_frequency_deletion
3629-13653	rare_frequency_deletion
3321-14004	rare_frequency_deletion
2254-14745	rare_frequency_deletion
9139-14916	rare_frequency_deletion
9550-15368	rare_frequency_deletion
8684-15850	rare_frequency_deletion
151-16071	rare_frequency_deletion
1233-13678	rare_frequency_deletion
8684-15527	rare_frequency_deletion
5824-14419	rare_frequency_deletion
525-14563	rare_frequency_deletion
7816-15740	rare_frequency_deletion
5330-12023	rare_frequency_deletion
5194-12745	rare_frequency_deletion
7366-14039	rare_frequency_deletion
5331-16074	rare_frequency_deletion
2078-14884	rare_frequency_deletion
7273-16072	rare_frequency_deletion
1714-12363	rare_frequency_deletion
3257-13923	rare_frequency_deletion
1466-16068	rare_frequency_deletion
3270-13924	rare_frequency_deletion
10981-13939	rare_frequency_deletion
9060-15431	rare_frequency_deletion
8608-15491	rare_frequency_deletion
8428-14067	rare_frequency_deletion
6982-14815	rare_frequency_deletion
959-14887	rare_frequency_deletion
8386-15522	rare_frequency_deletion
6556-11146	rare_frequency_deletion
3321-14276	rare_frequency_deletion
10091-15335	rare_frequency_deletion
5453-15549	rare_frequency_deletion
8386-15498	rare_frequency_deletion
9640-14004	rare_frequency_deletion
6959-14529	rare_frequency_deletion
3321-3586	rare_frequency_deletion
7405-12080	rare_frequency_deletion
2136-13978	rare_frequency_deletion
7699-13999	rare_frequency_deletion
6664-14529	rare_frequency_deletion
8475-14529	rare_frequency_deletion
9146-15382	rare_frequency_deletion
7699-15771	rare_frequency_deletion
7273-14621	rare_frequency_deletion
3533-11875	rare_frequency_deletion
8475-13855	rare_frequency_deletion
7807-15491	rare_frequency_deletion
4106-14419	rare_frequency_deletion
4206-14669	rare_frequency_deletion
5381-15382	rare_frequency_deletion
3269-15475	rare_frequency_deletion
3519-14563	rare_frequency_deletion
5359-12745	rare_frequency_deletion
194-15846	rare_frequency_deletion
529-15846	rare_frequency_deletion
7273-13937	rare_frequency_deletion
7981-15038	rare_frequency_deletion
8475-13683	rare_frequency_deletion
3819-14368	rare_frequency_deletion
3500-12026	rare_frequency_deletion
5444-8625	rare_frequency_deletion
9505-15726	rare_frequency_deletion
1191-15491	rare_frequency_deletion
2793-12581	rare_frequency_deletion
1698-12717	rare_frequency_deletion
4520-13519	rare_frequency_deletion
8467-15486	rare_frequency_deletion
6048-15522	rare_frequency_deletion
6495-11045	rare_frequency_deletion
6356-14568	rare_frequency_deletion
4158-14815	rare_frequency_deletion
1233-15335	rare_frequency_deletion
7199-14621	rare_frequency_deletion
6854-15615	rare_frequency_deletion
140-15740	rare_frequency_deletion
1172-8723	rare_frequency_deletion
5481-11943	rare_frequency_deletion
4555-14024	rare_frequency_deletion
5348-14695	rare_frequency_deletion
8898-14621	rare_frequency_deletion
1764-15939	rare_frequency_deletion
7327-13329	rare_frequency_deletion
6223-11045	rare_frequency_deletion
250-15962	rare_frequency_deletion
9278-13584	rare_frequency_deletion
529-15981	rare_frequency_deletion
231-15990	rare_frequency_deletion
10691-14529	rare_frequency_deletion
9081-13449	rare_frequency_deletion
3597-13678	rare_frequency_deletion
4060-13792	rare_frequency_deletion
537-14422	rare_frequency_deletion
4185-15382	rare_frequency_deletion
4259-15536	rare_frequency_deletion
5117-15740	rare_frequency_deletion
6495-11241	rare_frequency_deletion
3683-11814	rare_frequency_deletion
